* Measurement data measured by REW V5.31.3
* Source: USB-C to 3.5mm Headphone Jack Adapter, USB-C to 3.5mm Headphone Jack Adapter, 0, volume: 0.264
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Jul 20, 2025 8:34:12 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: R Black Tips (M)
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
4250.000000	92.806	18.8317
4310.000000	92.767	19.0742
4370.000000	92.723	19.2522
4440.000000	92.665	19.4207
4500.000000	92.613	19.5435
4550.000000	92.569	19.6299
4620.000000	92.505	19.7164
4680.000000	92.448	19.7549
4750.000000	92.376	19.7605
4820.000000	92.297	19.7316
4870.000000	92.236	19.6956
4940.000000	92.141	19.6332
5000.000000	92.053	19.5706
5080.000000	91.921	19.4844
5150.000000	91.790	19.4265
5220.000000	91.641	19.4227
5300.000000	91.451	19.5497
5380.000000	91.245	19.8845
5450.000000	91.064	20.3856
5520.000000	90.892	21.0867
5600.000000	90.718	22.1017
5700.000000	90.553	23.5852
5800.000000	90.454	25.1262
5900.000000	90.413	26.5159
6000.000000	90.409	27.6434
6080.000000	90.415	28.3511
6150.000000	90.417	28.8589
6220.000000	90.412	29.3092
6300.000000	90.398	29.8078
6400.000000	90.375	30.4706
6500.000000	90.355	31.2509
6600.000000	90.353	32.1609
6700.000000	90.380	33.1713
6800.000000	90.446	34.2480
6900.000000	90.558	35.3474
7000.000000	90.724	36.4236
7100.000000	90.953	37.4171
7200.000000	91.256	38.2390
7300.000000	91.643	38.7205
7400.000000	92.110	38.6544
7500.000000	92.647	37.8209
7620.000000	93.345	35.4576
7750.000000	94.076	30.8828
7880.000000	94.627	24.0214
8000.000000	94.791	16.0631
8120.000000	94.452	7.8931
8250.000000	93.542	2.3011
8380.000000	93.073	2.4235
8500.000000	93.418	-1.5989
8620.000000	93.039	-10.1158
8750.000000	91.890	-16.1497
8850.000000	90.967	-18.2787
9000.000000	89.757	-19.3475
9120.000000	88.938	-19.1957
9250.000000	88.183	-18.4708
9380.000000	87.548	-17.4158
9500.000000	87.059	-16.3066
9620.000000	86.657	-15.1864
9750.000000	86.312	-14.0793
9880.000000	86.054	-13.2119
10000.000000	85.881	-12.7296
10150.000000	85.736	-12.7054
10300.000000	85.642	-13.4767
10440.000000	85.562	-14.9863
10600.000000	85.422	-17.5862
10750.000000	85.200	-20.5604
10900.000000	84.889	-23.6381
11060.000000	84.504	-26.8401
11200.000000	84.141	-29.6132
11380.000000	83.631	-33.0348
11500.000000	83.275	-35.0629
11720.000000	82.661	-38.1053
11800.000000	82.470	-39.0343
12060.000000	82.023	-41.7433
12200.000000	81.899	-43.2101
12410.000000	81.865	-45.5962
12500.000000	81.914	-46.7122
12650.000000	82.091	-48.9036
12800.000000	82.364	-51.7310
13150.000000	83.192	-60.9510
13200.000000	83.325	-62.5629
13400.000000	83.874	-69.7858
13600.000000	84.430	-78.3403
13800.000000	84.944	-88.3221
14000.000000	85.361	-99.7411
14300.000000	85.671	-119.2394
14500.000000	85.609	-133.3533
14750.000000	85.211	-151.5873
15000.000000	84.512	-169.8722
15250.000000	83.622	172.0711
15500.000000	82.660	154.0955
15750.000000	81.731	135.7994
16000.000000	80.921	116.5933
